Kategoria,Źródło,Tytuł,Data,Link,Podsumowanie,CVE_ID,CVSS_Score,Severity
Luka,Atredis Partners,Uncovering Privilege Escalation Bugs in Lenovo Vantage,2025-07-09 15:50,https://www.atredis.com/blog/2025/7/7/uncovering-privilege-escalation-bugs-in-lenovo-vantage,"This post details several privilege escalation vulnerabilities Atredis identified in Lenovo Vantage, a common management platform bundled with Lenovo laptops. We'll detail Vantage's architecture and its implications in the impact, and mitigation of, the logic bugs identified. The following CVEs were...",,,
Luka,Pt Swarm,Buried in the Log. Exploiting a 20 years old NTFS Vulnerability,2025-07-09 14:05,https://swarm.ptsecurity.com/buried-in-the-log-exploiting-a-20-years-old-ntfs-vulnerability/,"Intro Filesystems implementation is old complex and not very well audited by independent researchers. In this article I would like to share beautiful exploitation showcase of vulnerability that I found in Windows NTFS implementation. This vulnerabilty, CVE-2025-49689, is reachable through specific c...",,,
Luka,Zdi,The July 2025 Security Update Review,2025-07-08 17:56,https://www.thezdi.com/blog/2025/7/8/the-july-2025-security-update-review,"It’s the second Tuesday of the month, and as expected, Adobe and Microsoft have released their latest security patches. Take a break from your scheduled activities and join us as we review the details of their latest security alerts. If you’d rather watch the full video recap covering the entire rel...",,,
Luka,Github Security Lab,CVE-2025-53367: An exploitable out-of-bounds write in DjVuLibre,2025-07-03 20:52,https://github.blog/security/vulnerability-research/cve-2025-53367-an-exploitable-out-of-bounds-write-in-djvulibre/,"DjVuLibre has a vulnerability that could enable an attacker to gain code execution on a Linux Desktop system when the user tries to open a crafted document.
The post CVE-2025-53367: An exploitable out-of-bounds write in DjVuLibre appeared first on The GitHub Blog.",,,
Luka,Google Security Research Advisories,Python - Tarfile Realpath Overflow Vulnerability,2025-06-20 00:00,https://github.com/google/security-research/security/advisories/GHSA-hgqp-3mmf-7h8f,,,,
Luka,Stratum Security,Remote Code Execution with GitHub Feature,2025-06-13 15:43,https://blog.stratumsecurity.com/2025/06/13/remote-code-execution-with-github-feature/,"Last year, I assessed a popular application used by thousands of organizations and discovered a remote code execution (RCE) vulnerability. Several months later, I had the opportunity to retest the application and identified a new parameter that bypassed validation, once again resulting in successful...",,,
Luka,Slonser Notes,Make Self-XSS Great Again,2025-06-12 21:00,https://blog.slonser.info/posts/make-self-xss-great-again/,"Disclaimer: This article is intended for security professionals conducting authorized testing within the scope of a contract. The author is not responsible for any damage caused by the application of the provided information. The distribution of malicious programs, disruption of system operation, an...",,,
Luka,Zdi,The June 2025 Security Update Review,2025-06-10 17:24,https://www.thezdi.com/blog/2025/6/10/the-june-2025-security-update-review,"It’s the second Tuesday of the month, and while many places in the Northern Hemisphere are scorching, Microsoft and Adobe have released their latest security offering in hopes of cooling things down. Grab an iced beverage and take a break from your scheduled activities and join us as we review the d...",,,
Luka,Codean Labs,CVE-2025-47934 – Spoofing OpenPGP.js signature verification,2025-06-10 08:50,https://codeanlabs.com/blog/research/cve-2025-47934-spoofing-openpgp-js-signatures/,"CVE-2025-47934 allows attackers to spoof arbitrary signatures and encrypted emails that appear as valid in OpenPGP.js. The only requirement is access to a single valid signed message from the target author (""Alice""). Since this undermines the core principle of PGP and impacts integrating application...",,,
Luka,Rhino Security Labs,"Multiple CVEs in Infoblox NetMRI: RCE, Auth Bypass, SQLi, and File Read Vulnerabilities",2025-06-04 10:55,https://rhinosecuritylabs.com/research/infoblox-multiple-cves/,"The post Multiple CVEs in Infoblox NetMRI: RCE, Auth Bypass, SQLi, and File Read Vulnerabilities   appeared first on Rhino Security Labs.",,,
Luka,Github Security Lab,Hack the model: Build AI security skills with the GitHub Secure Code Game,2025-06-03 16:37,https://github.blog/security/hack-the-model-build-ai-security-skills-with-the-github-secure-code-game/,"Dive into the novel security challenges AI introduces with the open source game  that over 10,000 developers have used to sharpen their skills.
The post Hack the model: Build AI security skills with the GitHub Secure Code Game appeared first on The GitHub Blog.",,,
Luka,Github Security Lab,DNS rebinding attacks explained: The lookup is coming from inside the house!,2025-06-03 16:00,https://github.blog/security/application-security/dns-rebinding-attacks-explained-the-lookup-is-coming-from-inside-the-house/,"DNS rebinding attack without CORS against local network web applications. Explore the topic further and see how it can be used to exploit vulnerabilities in the real-world.
The post DNS rebinding attacks explained: The lookup is coming from inside the house! appeared first on The GitHub Blog.",,,
Luka,Dfsec Research,Blasting Past iOS 18,2025-05-30 10:20,https://blog.dfsec.com/ios/2025/05/30/blasting-past-ios-18/,"In iOS 14 and 15 Apple shipped several iOS kernel mitigations that drastically changed iOS exploitation, and many researchers documented these mitigations publicly. In iOS 17 and 18, Apple introduced several interesting iOS userspace mitigations, however they were not discussed in as much detail. In...",,,
Luka,Project Zero,The Windows Registry Adventure #8: Practical exploitation of hive memory corruption,2025-05-28 18:09,https://googleprojectzero.blogspot.com/2025/05/the-windows-registry-adventure-8-exploitation.html,"Posted by Mateusz Jurczyk, Google Project Zero
In the previous blog post, we focused on the general security analysis of the registry and how to effectively approach finding vulnerabilities in it. Here, we will direct our attention to the exploitation of hive-based memory corruption bugs, i.e., thos...",,,
Luka,Darknavy,Argusee: A Multi-Agent Collaborative Architecture for Automated Vulnerability Discovery,2025-05-23 03:09,https://www.darknavy.org/blog/argusee_a_multi_agent_collaborative_architecture_for_automated_vulnerability_discovery/,"As we envisioned in DARKNAVY INSIGHT | The Most Imaginative New Applications of 2024:

The next generation of AI agents will have excellent reasoning and generalization abilities and be skilled at using a variety of security research tools, inheriting a wealth of human expert knowledge. They will be...",,,
Luka,Sean Heelan,"How I used o3 to find CVE-2025-37899, a remote zeroday vulnerability in the Linux kernel’s SMB implementation",2025-05-22 10:25,https://sean.heelan.io/2025/05/22/how-i-used-o3-to-find-cve-2025-37899-a-remote-zeroday-vulnerability-in-the-linux-kernels-smb-implementation/,"In this post I’ll show you how I found a zeroday vulnerability in the Linux kernel using OpenAI’s o3 model. I found the vulnerability with nothing more complicated than the o3 API – no scaffolding, no agentic frameworks, no tool use. Recently I’ve been auditing ksmbd for vulnerabilities. ksmbd is “a...",,,
Luka,Rhino Security Labs,CVE-2025-26147: Authenticated RCE In Denodo Scheduler,2025-05-21 17:16,https://rhinosecuritylabs.com/research/cve-2025-26147-authenticated-rce-in-denodo/,The post CVE-2025-26147: Authenticated RCE In Denodo Scheduler  appeared first on Rhino Security Labs.,,,
Luka,Johan Carlsson,Confetti: Solution to my Intigriti May 2025 XSS Challenge,2025-05-20 12:30,https://joaxcar.com/blog/2025/05/20/confetti-solution-to-my-intigriti-may-xss-challenge/,The post Confetti: Solution to my Intigriti May 2025 XSS Challenge appeared first on Johan Carlsson.,,,
Luka,Itm4N,"Hijacking the Windows ""MareBackup"" Scheduled Task for Privilege Escalation",2025-05-19 22:00,https://itm4n.github.io/hijacking-the-windows-marebackup-scheduled-task-for-privilege-escalation/,"The built-in “MareBackup” scheduled task is susceptible to a trivial executable search order hijacking, which can be abused by a low-privileged user to gain SYSTEM privileges whenever a vulnerable folder is prepended to the system’s PATH environment variable (instead of being appended). As I was wor...",,,
Luka,Codean Labs,CVE-2025-32464 – Overflowing HAProxy regsub converter,2025-05-13 13:00,https://codeanlabs.com/blog/research/cve-2025-32464-overflowing-haproxy-regsub-converter/,"CVE-2025-32464 is a vulnerability in HAProxy 2.2 up to 3.1.6-d929ca2 which allows an attacker to perform a DoS attack exploiting specific usages of the regsub converter. It cause a heap buffer overflow, making the whole HAProxy pool of workers crash. Given the nature of the vulnerability, a scenario...",,,
Luka,Doyensec,SCIM Hunting - Beyond SSO,2025-05-08T00:00:00+02:00,https://blog.doyensec.com/2025/05/08/scim-hunting.html,"Introduction
Single Sign-On (SSO) related bugs have gotten an incredible amount of hype and a lot of amazing public disclosures in recent years. Just to cite a few examples:

Common OAuth Vulnerabilities
Sign in as anyone: Bypassing SAML SSO authentication with parser differentials
Account hijacking...",,,
Luka,Renwa,HTML Injection to Stored XSS and Account Takeover,2025-04-30 14:11,https://medium.com/@renwa/html-injection-to-stored-xss-and-account-takeover-e54a31343ce8?source=rss-3f8ae70e3957------2,"bug chains :)HTML Injection to Stored XSS and Account Takeover This bug was really a nice bug that had many parts and took a lot of effort to build the payload so I would like to share the journey with you. I will refer to it as target domain, I have been hunting on the application a quite long time...",,,
Luka,Portswigger,Drag and Pwnd: Leverage ASCII characters to exploit VS Code,2025-04-30 12:37,https://portswigger.net/research/drag-and-pwnd-leverage-ascii-characters-to-exploit-vs-code,"Control characters like SOH, STX, EOT and ETX were never meant to run your code - but in the world of modern terminal emulators, they sometimes do. In this post, I'll dive into the forgotten mechanics",,,
Luka,Ret2 Systems,Exploiting the Synology DiskStation with Null-byte Writes,2025-04-23 10:00,https://blog.ret2.io/2025/04/23/pwn2own-soho-2024-diskstation/,"In October, we attended Pwn2Own Ireland 2024 and successfully exploited the Synology DiskStation DS1823xs+ to obtain remote code execution as root. This issue has been fixed as CVE-2024-10442. The DiskStation is a popular line of NAS (network-attached storage) products by Synology. It has been succe...",,,
Luka,Spaceraccoon,Cybersecurity (Anti)Patterns: Busywork Generators,2025-04-19 00:01,https://spaceraccoon.dev/cybersecurity-antipatterns-busywork-generators/,"Many cybersecurity programmes fall into a trap of creating more and more (busy)work, eventually consuming a majority of resources and attention. In my first post in a series on cybersecurity (anti)patterns, I discuss why we end up with busywork generators and how to avoid them.",,,
Luka,Renwa,Stored XSS in My Flow To RCE in Opera Browser #2,2025-03-30 00:32,https://medium.com/@renwa/stored-xss-in-my-flow-to-rce-in-opera-browser-2-51ccb2eae988?source=rss-3f8ae70e3957------2,"This is the second RCE in Opera browser you can read the previous on herejust following the trendHey Opera team, after your great response and bounties with previous reports motivated me to look more into the program and find more bugs, luckily I found a critical bug in My Flow that allow an attacke...",,,
Luka,Doyensec,CSPT Resources,2025-03-27T00:00:00+01:00,https://blog.doyensec.com/2025/03/27/cspt-resources.html,"


As a follow up to Maxence Schmitt’s research on Client-Side Path Traversal (CSPT), we wanted to encourage researchers, bug hunters, and security professionals to explore CSPT further, as it remains an underrated yet impactful attack vector.
To support the community, we have compiled a list of blo...",,,
Luka,Project Zero,Blasting Past Webp,2025-03-26 17:30,https://googleprojectzero.blogspot.com/2025/03/blasting-past-webp.html,"An analysis of the NSO BLASTPASS iMessage exploit
Posted by Ian Beer, Google Project Zero

On September 7, 2023 Apple issued an out-of-band security update for iOS:



Around the same time on September 7th 2023, Citizen Lab published a blog post linking the two CVEs fixed in iOS 16.6.1 to an ""NSO Gr...",,,
Luka,Rhino Security Labs,CVE-2024-55963: Unauthenticated RCE in Default-Install of Appsmith,2025-03-25 13:00,https://rhinosecuritylabs.com/research/cve-2024-55963-unauthenticated-rce-in-appsmith/,The post CVE-2024-55963: Unauthenticated RCE in Default-Install of Appsmith appeared first on Rhino Security Labs.,,,
Luka,Doyensec,!exploitable Episode Three - Devfile Adventures,2025-03-18T00:00:00+01:00,https://blog.doyensec.com/2025/03/18/exploitable-gitlab.html,"Introduction
I know, we have written it multiple times now, but in case you are just tuning in, Doyensec had found themselves on a cruise ship touring the Mediterranean for our company retreat. To kill time between parties, we had some hacking sessions analyzing real-world vulnerabilities resulting ...",,,
Luka,Portswigger,SAML roulette: the hacker always wins,2025-03-18 14:55,https://portswigger.net/research/saml-roulette-the-hacker-always-wins,"Introduction In this post, we’ll show precisely how to chain round-trip attacks and namespace confusion to achieve unauthenticated admin access on GitLab Enterprise by exploiting the ruby-saml library",,,
Luka,Pt Swarm,Impossible XXE in PHP,2025-03-11 14:49,https://swarm.ptsecurity.com/impossible-xxe-in-php/,"Writing secure code today is easier than making a mistake that would lead to an XXE vulnerability. While examining a library, I wondered: is its code truly secure? At first glance, everything appeared to be filtered, and the function didn’t have the attributes that could make it vulnerable. However,...",,,
Luka,Doyensec,!exploitable Episode Two - Enter the Matrix,2025-02-27T00:00:00+01:00,https://blog.doyensec.com/2025/02/27/exploitable-sshd.html,"Introduction
In case you are just tuning in, Doyensec has found themselves on a
cruse ship touring the Mediterranean. Unwinding, hanging out with colleagues and having
some fun. Part 1 covered our journey into IoT ARM exploitation, while our next blog post, coming in the next couple weeks, will cove...",,,
Luka,Pt Swarm,GigaVulnerability: readout protection bypass on GigaDevice GD32 MCUs,2025-02-27 15:07,https://swarm.ptsecurity.com/gigavulnerability-readout-protection-bypass-on-gigadevice-gd32-mcus/,"Disclaimer. This article is for informational purposes only and is not intended to instruct or encourage any illegal activity. Our goal is to describe the existing vulnerabilities that can be exploited by attackers, to warn users, and to provide recommendations on how to protect their personal infor...",,,
Luka,Atredis Partners,Advisory Blog Series: HIPAA Security Rule Updates,2025-02-19 14:09,https://www.atredis.com/blog/2025/2/18/hipaa-security-updates,"


As you may have already heard, the HIPAA Security Rule is undergoing a much-needed update. We wanted to discuss what Covered Entities and Business Associates - now referred to as “Regulated Entities” - can expect as the new rule moves through the federal register phases of the Notice of Proposed ...",,,
Luka,Darknavy,The Most Frustrating Vulnerability Disclosure of 2024,2025-02-16 09:58,https://www.darknavy.org/darknavy_insight/the_most_frustrating_vulnerability_disclosure_of_2024/,"
In the field of cybersecurity, vulnerability disclosure has long been regarded as a crucial step in safeguarding users. However, in practice, this process is fraught with controversy and contradictions. What truly constitutes “responsible disclosure”? When vendors dominate the public release of inf...",,,
Luka,Darknavy,"The Most ""Secure"" Defenders of 2024",2025-02-15 09:54,https://www.darknavy.org/darknavy_insight/the_most_secure_defenders_of_2024/,"
In the increasingly intense offense and defense confrontation of 2024, security software has always been regarded as an important cornerstone of the corporate security defense line. However, these security softwares themselves may also have vulnerabilities and could be exploited by attackers as a s...",,,
Luka,Renwa,"Reflected XSS In Main Search, WAF+Sanitizer Bypass Using 2 Reflections",2025-02-12 23:15,https://medium.com/@renwa/reflected-xss-in-main-search-waf-sanitizer-bypass-using-2-reflections-c407c78bce03?source=rss-3f8ae70e3957------2,"AI generated image because it looks coolHey, I just found a reflected XSS in main site search, I used many techniques and bypasses to get the full XSS, you will like it and might learn something new too.First I started with small test to see reflection on the page.https://www.example.com/c/search?Nt...",,,
Luka,Codean Labs,Exploiting LibreOffice (CVE-2024-12425 and CVE-2024-12426),2025-02-12 20:51,https://codeanlabs.com/blog/research/exploiting-libreoffice-cve-2024-12425-and-cve-2024-12426/,"Attackers can write semi-arbitrary files in the filesystem, and remotely extract values from environment variables and from INI-like files in the filesystem via two vulnerabilities in LibreOffice. Both occur upon loading the document, without any user interaction. These vulnerabilities are relevant ...",,,
Luka,Doyensec,!exploitable Episode One - Breaking IoT,2025-02-11T00:00:00+01:00,https://blog.doyensec.com/2025/02/11/exploitable-iot.html,"Introduction
For our last company retreat, the Doyensec team went on a cruise along the coasts of the Mediterranean Sea. As amazing as each stop was, us being geeks, we had to break the monotony of daily pool parties with some much-needed hacking sessions. Luca and John, our chiefs, came to the resc...",,,
Luka,Rhino Security Labs,CVE-2025-0693:  AWS IAM User Enumeration,2025-02-11 15:03,https://rhinosecuritylabs.com/research/unauthenticated-username-enumeration-in-aws/,The post CVE-2025-0693:  AWS IAM User Enumeration appeared first on Rhino Security Labs.,,,
Luka,Connor Mcgarr,Exploit Development: Investigating Kernel Mode Shadow Stacks on Windows,2025-02-03 00:00,https://connormcgarr.github.io/km-shadow-stacks/,Using SourcePoint's JTAG debugger to investigate the implementation of Intel CET Shadow Stacks in kernel-mode on Windows,,,
Luka,Rhino Security Labs,CVE-2024-46506: Unauthenticated RCE in NetAlertx,2025-01-30 13:00,https://rhinosecuritylabs.com/research/cve-2024-46506-rce-in-netalertx/,The post CVE-2024-46506: Unauthenticated RCE in NetAlertx appeared first on Rhino Security Labs.,,,
Luka,Rhino Security Labs,CVE-2024-46507: Yeti Platform  Server-Side Template Injection (SSTI),2025-01-29 13:01,https://rhinosecuritylabs.com/research/cve-2024-46507-yeti-server-side-template-injection-ssti/,The post CVE-2024-46507: Yeti Platform <br> Server-Side Template Injection (SSTI) appeared first on Rhino Security Labs.,,,
Luka,Renwa,Client Side Path Traversal (CSPT) Bug Bounty Reports and Techniques,2025-01-24 21:03,https://medium.com/@renwa/client-side-path-traversal-cspt-bug-bounty-reports-and-techniques-8ee6cd2e7ca1?source=rss-3f8ae70e3957------2,"Over the past year, CSPT bugs have gained significant attention, with numerous blogs and disclosed reports highlighting their impact. Inspired by this trend, I decided to share some of my bug bounty findings on the topic from previous years, hoping they will provide valuable insights to readers.Refl...",,,
Luka,Oversecured,Disclosure of 7 Android and Google Pixel Vulnerabilities,2024-11-21 08:30,https://blog.oversecured.com/Disclosure-of-7-Android-and-Google-Pixel-Vulnerabilities/,We continually refine and enhance the Oversecured Mobile Application Vulnerability Scanner through regular analysis of mobile applications. This helps us to optimize our analysis techniques and proactively mitigate potential vulnerabilities from malicious exploitation.,,,
Luka,Renwa,"Arc Browser UXSS, Local File Read, Arbitrary File Creation and Path Traversal to RCE",2024-11-13 12:22,https://medium.com/@renwa/arc-browser-uxss-local-file-read-arbitrary-file-creation-and-path-traversal-to-rce-b439f2a299d1?source=rss-3f8ae70e3957------2,"After announcing the bug bounty program I downloaded the browser and started looking for vulnerabilities, using my reverse engineering skills I looked at the browser binaryI found some interesting endpointsOpening the URL inside the browserIt’s a nice UI for creating boosts which is just extensions ...",,,
Luka,Codean Labs,Ghostscript wrap-up: overflowing buffers,2024-10-31 10:04,https://codeanlabs.com/blog/research/ghostscript-overflowing-buffers/,"During our research into Ghostscript, we also identified five memory-corruption-related vulnerabilities (CVE-2024-29506, CVE-2024-29507, CVE-2024-29508, and CVE-2024-29509). This blog post describes all the remaining bugs from our research which we did not end up using in an exploit. Some may be exp...",,,
Luka,Microsoft Bvr,Browser Security Bugs that Aren't - #2: Web Attacks,2024-10-21 19:30,https://microsoftedge.github.io/edgevr/posts/Browser-Security-Bugs-that-Aren-t-part-2/,,,,
Luka,Project Zero Rca,CVE-2024-44068: Samsung m2m1shot_scaler0 device driver page use-after-free in Android,2024-10-17 20:15,https://googleprojectzero.github.io/0days-in-the-wild//0day-RCAs/2024/CVE-2024-44068.html,,,,
Luka,Shielder,A Journey From `sudo iptables` To Local Privilege Escalation,2024-09-20 13:30,https://www.shielder.com/blog/2024/09/a-journey-from-sudo-iptables-to-local-privilege-escalation/,"

TL;DR
A low-privileged user on a Linux machine can obtain the root privileges if:

They can execute iptables and iptables-save with sudo as they can inject a fake /etc/passwd entry in the comment of an iptables rule and then abusing iptables-save to overwrite the legitimate /etc/passwd file.
They ...",,,
Luka,Android Offensive Security,Binder Internals,2024-09-20 00:00,https://androidoffsec.withgoogle.com/posts/binder-internals/,"In our last blog, we talked about Binder CVE-2023-20938 and how we exploited it to get kernel code execution. As you may have already noticed, exploiting this issue is not straightforward. While it is often true that kernel race conditions are notoriously tricky to exploit, the intricacy of the Bind...",,,
Luka,Access Vector,FreeBSD 11.0+ Kernel LPE: Userspace Mutexes (umtx) Use-After-Free Race Condition,2024-09-06 12:00,https://accessvector.net/2024/freebsd-umtx-privesc,"Since FreeBSD 11.0, the _umtx_op syscall has contained a race condition vulnerability
                that leads to an exploitable use-after-free.  This article explains the bug and builds
                up to a stable exploitation strategy that allows for a full system compromise by an
           ...",,,
Luka,Isosceles,OpenSSH Backdoors,2024-08-23 16:10,https://blog.isosceles.com/openssh-backdoors/,"Imagine this: an OpenSSH backdoor is discovered, maintainers rush to push out a fixed release package, security researchers trade technical details on mailing lists to analyze the backdoor code. Speculation abounds on the attribution and motives of the attacker, and the tech media pounces on the sto...",,,
Luka,Pt Swarm,Android Jetpack Navigation: Go Even Deeper,2024-08-14 14:15,https://swarm.ptsecurity.com/android-jetpack-navigation-go-even-deeper/,"Previous research Some time ago, my colleague discovered an interesting vulnerability in the Jetpack Navigation library, which allows someone to open any screen of the application, bypassing existing restrictions for components that are not exported and therefore inaccessible to other applications. ...",,,
Luka,Taszk,CVE-2023-41111: Samsung Baseband RLC Data Re-Assembly Buffer Overflow,2024-07-29 00:00,https://labs.taszk.io/blog/post/93_rlc_bof/,"We have identified a new buffer overflow vulnerability in Samsung’s baseband implementation (mainly used in Exynos chipsets). The vulnerability can be exploited to achieve arbitrary code execution in the baseband runtime.
The vulnerability we are disclosing in this advisory affected a wide range of ...",,,
Luka,Taszk,CVE-2023-41112: Samsung Baseband RLC Data Re-Assembly Heap Buffer Overflow,2024-07-29 00:00,https://labs.taszk.io/blog/post/94_rlc_heap_bof/,"We have identified several new heap buffer overflow vulnerabilities in Samsung’s baseband implementation (mainly used in Exynos chipsets): three different heap buffer overflows in the same function, to be precise.
The most critical of these vulnerabilities can be exploited to achieve arbitrary code ...",,,
Luka,Ret2 Systems,Pwn2Own Automotive: Popping the CHARX SEC-3100,2024-07-24 10:00,https://blog.ret2.io/2024/07/24/pwn2own-auto-2024-charx-exploit/,"Our previous post explored some of the bugs we discovered in the CHARX SEC-3100 ControllerAgent service for Pwn2Own Automotive. We’ll now walk through how these bugs were weaponized to produce a fully remote exploit. We left off with a use-after-free (UAF) primitive. Notably however, the UAF occurs ...",,,
Luka,Ret2 Systems,Pwn2Own Automotive: CHARX Vulnerability Discovery,2024-07-17 10:00,https://blog.ret2.io/2024/07/17/pwn2own-auto-2024-charx-bugs/,"The first Pwn2Own Automotive introduced an interesting category of targets: electric vehicle chargers. This post will detail some of our research on the Phoenix Contact CHARX SEC-3100 and the bugs we discovered, with a 2nd separate post covering the actual exploit. We’ve adapted the fundamental bug ...",,,
Luka,Codean Labs,CVE-2024-29511 – Abusing Ghostscript’s OCR device,2024-07-09 10:49,https://codeanlabs.com/blog/research/cve-2024-29511-abusing-ghostscripts-ocr-device/,"An arbitrary file read/write vulnerability in Ghostscript ≤ 10.02.1 which enables attackers to read/write arbitrary files on the complete filesystem including outside of the -dSAFER sandbox.

CVE-2024-29511 has significant impact on web-applications and other services offering document conversion an...",,,
Luka,Spaceraccoon,Universal Code Execution by Chaining Messages in Browser Extensions,2024-07-07 12:01,https://spaceraccoon.dev/universal-code-execution-browser-extensions/,"By chaining various messaging APIs in browsers and browser extensions, I demonstrate how we can jump from web pages to “universal code execution”, breaking both Same Origin Policy and the browser sandbox. I provide two new vulnerability disclosures affecting millions of users as examples. In additio...",,,
Luka,Codean Labs,CVE-2024-29510 – Exploiting Ghostscript using format strings,2024-07-02 07:50,https://codeanlabs.com/blog/research/cve-2024-29510-ghostscript-format-string-exploitation/,"A format string vulnerability in Ghostscript ≤ 10.03.0 which enables attackers to gain Remote Code Execution (#RCE) while also bypassing sandbox protections.

CVE-2024-29510 has significant impact on web-applications and other services offering document conversion and preview functionalities as thes...",,,
Luka,Web Insecurity Blog,Sign-in with World ID: XSS and ATO via OIDC Form Post Response Mode,2024-06-18 22:00,https://security.lauritz-holtmann.de/advisories/tfh-form_post-xss-ato/,"Recently, Tools for Humanity partnered with the German HackerOne Club to run a one-week virtual and in-person Hacking Meetup. In the course of the meetup, a critical vulnerability within the Sign-in with World ID implementation was found, which affected the OpenID Connect form_post Response Mode and...",,,
Luka,Matteo Malvica,An Introduction to Chrome Exploitation  - Maglev Edition,2024-06-05 00:00,https://www.matteomalvica.com/blog/2024/06/05/intro-v8-exploitation-maglev/,"Introduction Originally, I intended to write a simple note on the Maglev compiler and how to adjust V8 shellcode from Linux to Windows. But as I started, the project grew unexpectedly. I found myself diving into some prerequisites like the V8 pipeline and a root cause analysis of CVE-2023-4069, the ...",,,
Luka,Android Offensive Security,Attacking Android Binder: Analysis and Exploitation of CVE-2023-20938,2024-06-03 00:00,https://androidoffsec.withgoogle.com/posts/attacking-android-binder-analysis-and-exploitation-of-cve-2023-20938/,"At OffensiveCon 2024, the Android Red Team gave a presentation (slides) on finding and exploiting CVE-2023-20938, a use-after-free vulnerability in the Android Binder device driver. This post will provide technical details about this vulnerability and how our team used it to achieve root privilege f...",,,
Luka,Meta Redteam Advisories,Android Zygote command injection allows code execution as any app via WRITE_SECURE_SETTINGS or Signed Config,2024-06-03 00:00,https://github.com/metaredteam/external-disclosures/security/advisories/GHSA-x9q9-2r8c-hg2p,,,,
Luka,Meta Redteamx,Becoming any Android app via Zygote command injection,2024-06-03 00:00,https://rtx.meta.security/exploitation/2024/06/03/Android-Zygote-injection.html,"We have discovered a vulnerability in Android that allows an attacker with the WRITE_SECURE_SETTINGS permission, which is held by the ADB shell and certain privileged apps, to execute arbitrary code as any app on a device. By doing so, they can read and write any app’s data, make use of per-app secr...",,,
Luka,Spaceraccoon,Cache Me If You Can: Local Privilege Escalation in Zscaler Client Connector (CVE-2023-41973),2024-05-27 12:01,https://spaceraccoon.dev/zscaler-client-connector-local-privilege-escalation/,"A couple months ago, my colleague Winston Ho and I chained a series of unfortunate bugs into a zero-interaction local privilege escalation in Zscaler Client Connector. This was an interesting journey into Windows RPC caller validation and bypassing several checks, including Authenticode verification...",,,
Luka,Secfault Security,Fuzzing the FreeBSD Kernel with Syzkaller and Nested Virtualization on a Linux Host,2024-05-23 00:00,https://secfault-security.com/blog/fuzzing_freebsd.html,"Posted on May 23, 2024 by olli
During my internal research time I decided to dive into kernel fuzzing. In particular, my goal was to set up Syzkaller in a first step and extend the system call descriptions in a second step to increase coverage and find new bugs. As Syzkaller is fuzzing the Linux ker...",,,
Luka,Codean Labs,CVE-2024-4367 – Arbitrary JavaScript execution in PDF.js,2024-05-20 09:59,https://codeanlabs.com/blog/research/cve-2024-4367-arbitrary-js-execution-in-pdf-js/,A vulnerability in PDF.js found by Codean Labs. PDF.js is a JavaScript-based PDF viewer maintained by Mozilla. This bug allows an attacker to execute arbitrary JavaScript code as soon as a malicious PDF file is opened. This affects all Firefox users (<126) because PDF.js is used by Firefox to show P...,,,
Luka,Johan Carlsson,Sandbox-iframe XSS challenge solution,2024-05-16 07:48,https://joaxcar.com/blog/2024/05/16/sandbox-iframe-xss-challenge-solution/,"This is a writeup describing the solution to a small XSS challenge I posted on Twitter in May 2024
The post Sandbox-iframe XSS challenge solution appeared first on Johan Carlsson.",,,
Luka,Meta Redteam Advisories,Remote Code Execution via User Transform and IdentityProfile Preview APIs,2024-05-15 00:00,https://github.com/metaredteam/external-disclosures/security/advisories/GHSA-7jwm-86gw-cm2w,,,,
Luka,Web Insecurity Blog,POST to XSS: Leveraging Pseudo Protocols to Gain JavaScript Evaluation in SSO Flows,2024-05-10 10:00,https://security.lauritz-holtmann.de/post/sso-security-redirect-uri-iii/,"In 2020, a blog post was published here about the real-world security implications of a vague specification of the Redirect URI within the OAuth 2.0 RFC1. At that time, I focussed on redirect-based flows. This post uncovers additional protocol-level issues that lead to security vulnerabilities in po...",,,
Luka,Windows Internals,Secure Kernel Research with LiveCloudKd,2024-05-02 16:45,https://windows-internals.com/secure-kernel-research-with-livecloudkd/?utm_source=rss&utm_medium=rss&utm_campaign=secure-kernel-research-with-livecloudkd,"Let’s say you want to research the secure kernel. You heard about hypervisors and VTL1 and you’d like to see it for yourself, and static analysis is just not always good enough. You need a debugger. You immediately run into a problem: you can’t debug the secure kernel. Or secure processes. Or anythi...",,,
Luka,Kaist Hacking Lab,From the Vulnerability to the Victory: A Chrome Renderer 1-Day Exploit’s Journey to v8CTF Glory,2024-05-01 00:00,https://kaist-hacking.github.io/publication/lee-v-8-ctf/,,,,
Luka,Stratum Security,Code Injection to RCE with .NET,2024-04-29 21:42,https://blog.stratumsecurity.com/2024/04/29/code-injection-to-rce-with-net/,"During a security assessment for a client’s web application, I encountered a feature that allowed users to define templates containing expressions, specifically for operations related to mathematics, logic, and strings. These templates contained expressions that were vulnerable to Code Injection and...",,,
Luka,Jub0Bs,jub0bs/cors: a better CORS middleware library for Go,2024-04-27 08:00,https://jub0bs.com/posts/2024-04-27-jub0bs-cors-a-better-cors-middleware-library-for-go/,"TL;DR ¶
I’ve just released jub0bs/cors,
a new CORS middleware library for Go, perhaps the best one yet.
It has some advantages over the more popular rs/cors library,
including

a simpler API,
better documentation,
extensive configuration validation,
a useful debug mode,
stronger performance guarante...",,,
